"","Subject","Condition","Age","FacebookOften","UnderstandingRating","DSExperience","DownloadedBefore","DownloadExplain","FunctionTrust","EffectiveRecommend","FBCare","Marginalized","Researchers","Marketing","OtherApps","Political","Government","NotWilling","Other","PreHowReccomend"
"1","gURjeYH","Treatment","None Selected","None Selected","None Selected","None Selected","None Selected","","None Selected","None Selected","None Selected","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","",""
